Ticker,Weekly Return (%)
CSCO,20.421389569925346
ZBRA,19.865408144814456
PANW,15.861648791901859
CRWD,14.120533682229997
NOW,13.039677105403143
HUM,11.572955992198468
SYK,10.842952829075095
DXCM,9.708401026579818
FTNT,9.580732263244244
F,9.495790810346644
